1461,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,2138,MA - Boston,11,10413,0,1.240729862
1462,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,HYANNIS,MA,2601,MA - Boston,30,7676.133333,0,0.914626702
1463,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,2124,MA - Boston,16,9412.5625,0,1.121525724
1464,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,2721,MA - Boston,14,7061.142857,0,0.841349352
1465,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,1950,MA - Boston,12,7082.75,0,0.843923886
1466,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,2118,MA - Boston,21,11996.52381,0,1.429409904
1467,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220033,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,1915,MA - Boston,21,6767.857143,0,0.80640377
1468,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220035,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,SALEM,MA,1970,MA - Boston,27,7604.814815,0,0.906128957
1469,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,MA - Boston,20,11471.7,0,1.366876093
1470,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220046,BERKSHIRE MEDICAL CENTER INC,725 NORTH STREET,PITTSFIELD,MA,1201,NY - Albany,11,7888.636364,0,0.939946865
1471,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,2302,MA - Boston,27,8900.592593,0,1.060523482
1472,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,MA - Boston,19,6882.263158,0,0.820035476
1473,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MA - Boston,18,8713.833333,0,1.038270741
1474,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,MA - Springfield,12,6102.5,0,0.72712513
1475,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,MA - Boston,75,11538.38667,0,1.374821944
1476,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,MA - Boston,16,6774.375,0,0.807180386
1477,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220074,SOUTHCOAST HOSPITAL GROUP INC,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,MA - Boston,67,7387.283582,0,0.880209674
1478,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,MA - Springfield,34,11082.32353,0,1.320481104
1479,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,MA - Boston,18,7400.5,0,0.881784437
1480,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,MA - Boston,33,10745.27273,0,1.280320825
1481,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220090,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,1757,MA - Boston,43,6604.069767,0,0.786888175
1482,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,MA - Boston,35,6537.857143,0,0.778998808
1483,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,2462,MA - Boston,20,7014,0,0.835732186
1484,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,MA - Boston,14,6146.285714,12620.32908,0.487014695
1485,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220108,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,2186,MA - Boston,12,6337.75,0,0.502185796
1486,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,2115,MA - Boston,34,9954.735294,0,0.788785715
1487,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,2301,MA - Boston,27,7657.444444,0,0.606754736
1488,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,2111,MA - Boston,13,13458,0,1.066374729
1489,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,2062,MA - Boston,44,6523.090909,0,0.516871697
1490,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220163,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,MA - Worcester,55,11182.21818,0,0.886048067
1491,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220171,LAHEY CLINIC HOSPITAL,41 & 45 MALL ROAD,BURLINGTON,MA,1803,MA - Boston,68,8185.279412,0,0.648578921
1492,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220175,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,1701,MA - Boston,29,7711.965517,0,0.611074836
1493,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220176,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,1608,MA - Worcester,12,8205.833333,0,0.650207557
1494,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,2138,MA - Boston,20,15727.5,0,1.246203637
2819,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220008,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,MA,2703,RI - Providence,11,13079.36364,0,1.03637263
2820,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220010,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,1842,MA - Boston,23,15806.95652,0,1.252499552
2821,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,HYANNIS,MA,2601,MA - Boston,68,15050.70588,0,1.192576341
2822,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,1301,MA - Springfield,12,13428.25,0,1.064017421
2823,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,2721,MA - Boston,17,13948.41176,0,1.105233602
2824,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,1040,MA - Springfield,12,13679,0,1.083886158
2825,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,2118,MA - Boston,52,24591.26923,0,1.948544216
2826,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220033,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,1915,MA - Boston,29,13267.75862,0,1.051300528
2827,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220035,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,SALEM,MA,1970,MA - Boston,25,14160.12,0,1.122008777
2828,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,MA - Boston,18,17226,0,1.364940636
2829,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220046,BERKSHIRE MEDICAL CENTER INC,725 NORTH STREET,PITTSFIELD,MA,1201,NY - Albany,57,16241.49123,0,1.286930882
2830,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,MA - Boston,21,12717.09524,0,1.007667483
2831,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MA - Boston,22,15488.59091,0,1.227273141
2832,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220066,MERCY MEDICAL CENTER,271 CAREW STREET,SPRINGFIELD,MA,1104,MA - Springfield,18,15733.11111,0,1.246648246
2833,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220070,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,2176,MA - Boston,23,13432.21739,14704.50282,0.913476474
2834,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,MA - Boston,182,19567.68132,0,1.330727163
2835,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,MA - Boston,11,13998.27273,0,0.951971848
2836,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220074,SOUTHCOAST HOSPITAL GROUP INC,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,MA - Boston,85,14213.18824,0,0.966587474
2837,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,MA - Springfield,103,18560.26214,0,1.262216231
2838,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,MA - Boston,12,14382.25,0,0.978084752
2839,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220082,SAINTS MEDICAL CENTER INC,1 HOSPITAL DRIVE,LOWELL,MA,1852,MA - Boston,15,14170.6,0,0.963691202
2840,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220084,EMERSON HOSPITAL,OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MA - Boston,13,13198.84615,0,0.897605741
2841,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,MA - Boston,86,20610.56977,0,1.40165023
2842,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220090,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,1757,MA - Boston,11,12461.90909,0,0.847489319
2843,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,MA - Boston,76,12660.77632,0,0.86101356
2844,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,2462,MA - Boston,21,13084.61905,0,0.889837569
2845,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,MA - Boston,12,11165.75,0,0.759342232
2846,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220108,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,2186,MA - Boston,12,12723.16667,0,0.865256501
2847,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,2115,MA - Boston,108,19338.25926,0,1.315124999
2848,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,2301,MA - Boston,31,14564.22581,0,0.990460268
2849,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,2111,MA - Boston,67,21847.0597,0,1.485739434
2850,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,2062,MA - Boston,22,12137.13636,0,0.825402702
2851,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220135,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,MA - Boston,30,11946.36667,0,0.812429146
2852,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220163,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,MA - Worcester,97,19647.48454,0,1.336154291
2853,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220171,LAHEY CLINIC HOSPITAL,41 & 45 MALL ROAD,BURLINGTON,MA,1803,MA - Boston,113,15067.09735,0,1.024658741
2854,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220175,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,1701,MA - Boston,24,15199.83333,0,1.033685634
2855,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220176,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,1608,MA - Worcester,23,14661.08696,0,0.997047444
2856,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,220001,HEALTHALLIANCE HOSPITALS INC,60 HOSPITAL ROAD,LEOMINSTER,MA,1453,MA - Worcester,22,9032.5,0,0.614267623
4670,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,2138,MA - Boston,34,9941.411765,0,0.676079422
4671,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220008,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,MA,2703,RI - Providence,30,7944.366667,9375.049575,0.84739463
4672,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220010,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,LAWRENCE,MA,1842,MA - Boston,25,10357.28,0,1.104770691
4673,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,HYANNIS,MA,2601,MA - Boston,115,9373.434783,0,0.999827756
4674,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220015,COOLEY DICKINSON HOSPITAL INC THE,30 LOCUST STREET,NORTHAMPTON,MA,1060,MA - Springfield,25,8013.88,0,0.854809346
4675,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,GREENFIELD,MA,1301,MA - Springfield,14,9284.785714,0,0.990371906
4676,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,2124,MA - Boston,17,13792.76471,0,1.471220456
4677,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,2721,MA - Boston,17,9033.588235,0,0.96357765
4678,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,1040,MA - Springfield,21,8053.238095,0,0.859007521
4679,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,1950,MA - Boston,27,7913.185185,0,0.844068623
4680,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220030,WING MEMORIAL HOSPITAL AND MEDICAL CENTER,40 WRIGHT STREET,PALMER,MA,1069,MA - Springfield,13,7836.230769,0,0.835860195
4681,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,2118,MA - Boston,62,13801.41935,0,1.472143613
4682,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220033,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,1915,MA - Boston,74,8691.824324,0,0.927123025
4683,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220035,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,SALEM,MA,1970,MA - Boston,79,9649.797468,0,1.029306287
4684,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,2135,MA - Boston,30,12032.4,0,1.283449213
4685,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220046,BERKSHIRE MEDICAL CENTER INC,725 NORTH STREET,PITTSFIELD,MA,1201,NY - Albany,68,9737.426471,0,1.038653331
4686,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220049,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,1752,MA - Worcester,18,8150.722222,0,0.869405773
4687,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220051,NORTH ADAMS REGIONAL HOSPITAL,71 HOSPITAL AVENUE,NORTH ADAMS,MA,1247,MA - Springfield,24,8456.166667,0,0.901986341
4688,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,2302,MA - Boston,27,9661.111111,0,1.030513069
4689,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,MA - Boston,28,8190.714286,0,0.873671571
4690,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MA - Boston,31,9596.903226,0,1.023664264
4691,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,MA - Springfield,14,6595.5,0,0.70351628
4692,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220066,MERCY MEDICAL CENTER,271 CAREW STREET,SPRINGFIELD,MA,1104,MA - Springfield,53,9430.792453,0,1.005945876
4693,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220067,QUINCY MEDICAL CENTER,114 WHITWELL STREET,QUINCY,MA,2169,MA - Boston,36,7692.944444,0,0.820576401
4694,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220070,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,2176,MA - Boston,45,8927.377778,0,0.952248594
4695,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,MA - Boston,192,12158.38542,0,1.296887587
